Name 	Score	 Formula 	 Mode(new) 	 Mode(old) 	 Identifiers 
'newton''s second law of motion'	0	\eta=\int dt/a (astro-ph0502032.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\omega(z)=\omega_{0}+\omega_{a}z/(1+z) (astro-ph0502262.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\omega(z)=\omega_{0}+\omega_{a}z/(1+z)^{2} (astro-ph0502262.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\omega=\omega_{0}+\omega_{a}z/(1+z) (astro-ph0502262.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\omega=\omega_{0}+\omega_{a}z/(1+z)^{2} (astro-ph0502262.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\omega=\omega_{0}+{\omega_{a}z\over 1+z}. (astro-ph0502262.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\omega=\omega_{0}+{\omega_{a}z\over(1+z)^{2}}. (astro-ph0502262.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	H_{\rm eq}=0,\qquad a=a_{\rm eq}\,, (astro-ph0502589.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{\rm init}=fa_{*} (astro-ph0502589.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\Omega_{i}\equiv\Omega_{i}(a=1) (astro-ph0503099.tei)	7	6	'{''force'': [''a''], ''mass'': [''i'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	z_{acc}=0.67 (astro-ph0503099.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	{L/a}={\rm constant} (astro-ph0503506.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'', ''L'']}'
'newton''s second law of motion'	0	L=a\ell (astro-ph0503506.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'', ''L'']}'
'newton''s second law of motion'	0	L=\ell a (astro-ph0503506.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'', ''L'']}'
'newton''s second law of motion'	0	q=-{\ddot{a}\over aH^{2}}. (astro-ph0503553.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	A_{(ab)}=\frac{1}{2}(A_{ab}+A_{ba}) (astro-ph0503582.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a(t)=\left(\frac{3}{2}H_{0}t\right)^{2/3}, (astro-ph0503582.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\{({\bf e}_{\bar{a}})^{i}\}_{\bar{a}=1}^{3} (astro-ph0503582.tei)	7	6	'{''force'': [''a''], ''mass'': [''i'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\rho={\rho_{0}\over a^{3(1+w)}} (astro-ph0503680.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\langle{\theta}\rangle=3\dot{a}/a\equiv 3H (astro-ph0504005.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a(M)=a+2{\langle{\sigma}\rangle}_{M} (astro-ph0504046.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	N=-\log(a) (astro-ph0504132.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	x=ar (astro-ph0505131.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\ddot{\phi}+3\frac{\dot{a}}{a}\dot{\phi}+\frac{\partial V}{\partial\phi}=0\,, (astro-ph0505236.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\mu(|{\vec{a}}|/a_{0}){\vec{a}}=-\nabla\Phi (astro-ph0505519.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	{g}_{00}=-a^{2}(1+2{\Psi}) (astro-ph0505519.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a(t)\propto\frac{1}{(t_{*}-t)^{n}}\qquad(t\leq t_{*},\;\;0&lt;n=\mbox{constant})\,, (astro-ph0505601.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a=1/(-t)^{n} (astro-ph0505601.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\overline{a}=(-t)^{n} (astro-ph0505601.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{0}h_{0}=a_{c}h_{c} (astro-ph0506072.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	v_{k}^{\prime\prime}+\left(k^{2}-{a^{\prime\prime}\over a}\right)v_{k}=0. (astro-ph0506072.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a^{\prime\prime}/a=(2-\epsilon)/(\epsilon-1)^{2}\eta^{2} (astro-ph0506072.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\nabla_{a}T^{ab}=0 (astro-ph0506392.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\dot{a}(t_{0})=H_{0} (astro-ph0506392.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	T_{\nu}=T_{0,\nu}/a (astro-ph0506663.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	{\dot{\rho}}+3\frac{\dot{a}}{a}(\rho+p)=0\,. (astro-ph0507075.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\rho_{b}=\rho_{b0}(a_{0}/a)^{3}\, (astro-ph0507116.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{0}=(\,H_{0}\sqrt{|1-\Omega_{0}|}\,)^{-1}\, (astro-ph0507116.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	w(a)=w_{0}+w_{a}(1-a)+w_{b}(1-a)^{2} (astro-ph0507184.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	G=D/a (astro-ph0507184.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	n=N/a^{3} (astro-ph0507372.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	N=na^{3} (astro-ph0507372.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\Gamma=\epsilon\frac{\dot{a}}{a}. (astro-ph0507372.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	n=n_{o}a^{-3} (astro-ph0507372.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	w=w_{0}/(1-\ln a)~{}~{}, (astro-ph0507482.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	w=-1+w_{0}a\cos(w_{1}a) (astro-ph0507482.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	w=w_{0}/(1-\ln a) (astro-ph0507482.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	{}^{(3)}R=\frac{4}{a^{2}}\nabla^{2}\psi\,, (astro-ph0507632.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	u^{\prime\prime}+\left(k^{2}-\frac{a^{\prime\prime}}{a}\right)u=0\,. (astro-ph0507632.tei)	7	6	'{''force'': [''a''], ''mass'': [''a'', ''u''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\frac{a^{\prime\prime}}{a}=(aH)^{2}(2-\epsilon)\,. (astro-ph0507632.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	N(k_{a})=70 (astro-ph0508411.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	k/a_{0}=H_{0}\sqrt{a_{0}/a_{*}}\sim 1/(100\mbox{Mpc}) (astro-ph0508411.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\nabla_{a}T^{a}_{\ b}=0. (astro-ph0509078.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a=e^{{\bar{\alpha}}} (astro-ph0509078.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	{\bar{u}}^{\mu}=\{1/a,0,0,0\}. (astro-ph0509078.tei)	7	6	'{''force'': [''a''], ''mass'': [''a'', ''u''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	{\cal H}=a^{\prime}/a={\bar{\alpha}}^{\prime} (astro-ph0509078.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\omega_{ab}=0 (astro-ph0509078.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\overline{\cal K}=6K/a^{2} (astro-ph0509078.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\nabla_{a}\left(n\,u^{a}\right)=0, (astro-ph0509078.tei)	7	6	'{''force'': [''a''], ''mass'': [''a'', ''u''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	s=s_{+}\left(a_{i}/a\right)^{3}, (astro-ph0509291.tei)	7	6	'{''force'': [''a''], ''mass'': [''i'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	H=\mathcal{H}/a (astro-ph0509727.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\tilde{g}=A^{2}g\quad\Rightarrow\quad\tilde{a}=Aa. (astro-ph0509727.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\dot{\mathcal{F}}^{a}=-V^{a}/V (astro-ph0509727.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	y=a/a_{\rm eq} (astro-ph0509878.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	H=\frac{\dot{a}}{a}=\left(\frac{\rho}{3}\right)^{1/2}, (astro-ph0509890.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\displaystyle r=\frac{\dddot{a}}{aH^{3}}, (astro-ph0509890.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\rho_{m}=\rho_{m0}a_{0}^{3}/a^{3}, (astro-ph0510006.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{max}=0.81*10^{49.2} (astro-ph0510006.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{max}=0.7*10^{29.2} (astro-ph0510006.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{\rm LV}^{\rm min}=0.008 (astro-ph0510172.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a(\eta)=-1/H\eta (astro-ph0510445.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\hat{a}_{\bf k}\mbox{$|v,{\bf k}\rangle$}=v\mbox{$|v,{\bf k}\rangle$} (astro-ph0510445.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\hat{a}_{\bf-k}\mbox{$|w,{\bf-k}\rangle$}=w\mbox{$|w,{\bf-k}\rangle$} (astro-ph0510445.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	l=ar (astro-ph0511085.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\overline{a}=e^{-\Phi}a (astro-ph0511124.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	G^{(5)}_{ab}=0 (astro-ph0511634.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	G=\psi_{0}=a=1 (astro-ph0511687.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	y=r/(r+a) (astro-ph0511687.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	G=M=a=1 (astro-ph0511687.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	k=a_{\ast}H_{\ast} (astro-ph0512014.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	1+z=a_{0}/a(\tau) (astro-ph0512014.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	1+z_{k}=a_{0}/a_{k} (astro-ph0512014.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	k=aH=a^{\prime}/a (astro-ph0512014.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\rho_{m}=\rho_{m0}a^{-3}, (astro-ph0512018.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\rho_{b}=\rho_{0}/a^{3} (astro-ph0512077.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a\frac{d^{2}F}{da^{2}}+\frac{7}{2}\frac{dF}{da}=-F^{2} (astro-ph0512077.tei)	7	6	'{''force'': [''a'', ''F''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	F(a_{i})= (astro-ph0512077.tei)	7	6	'{''force'': [''a'', ''F''], ''mass'': [''i'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	F(a)=(3/2)a^{-1}g(a) (astro-ph0512077.tei)	7	6	'{''force'': [''a'', ''F''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	q=\log a (astro-ph0512077.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	r=a(\tau) (astro-ph0512124.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\displaystyle{\ddot{a}}/{a}=-(\rho+3p)/3 (astro-ph0512197.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	q=-{\ddot{a}}a/{\dot{a}}^{2}=-1-{\dot{H}}/H^{2}, (astro-ph0512197.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\displaystyle g_{00}=-a^{2}\left(1+2\phi^{(1)}+\phi^{(2)}\right)\,, (astro-ph0512368.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\varphi=\chi/a (astro-ph0512368.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\displaystyle r(t,t_{0})=\int_{t}^{t_{0}}\,dt^{\prime}/a(t^{\prime})\,. (astro-ph0512641.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a=a(t,\alpha) (astro-ph0512641.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	t=t(a,\alpha) (astro-ph0512641.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	H_{\tau}=a^{\prime}/a (astro-ph0512641.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a=a_{0}+\sqrt{A_{1}}t. (astro-ph0601073.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	R(t)=a(t)R_{0} (astro-ph0601220.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	R(t)=a(t)R_{0}\Big{[}1+\bigtriangleup(t)\Big{]}^{-1/3}. (astro-ph0601220.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{0}=cH_{0}/6\approx 10^{-8} (astro-ph0601247.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{0}=cH_{0}/6 (astro-ph0601247.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\displaystyle a_{1}=2\bar{\zeta}\gamma+\zeta\,, (astro-ph0601457.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\displaystyle a_{2}=\bar{\zeta}^{2}\gamma+2|\gamma|^{2}+|\zeta|^{2}\,, (astro-ph0601457.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\displaystyle a_{3}=\bar{\gamma}\zeta+2\bar{\zeta}|\gamma|^{2}-\bar{\zeta}\,, (astro-ph0601457.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a(\tau)=-1/(H\tau) (astro-ph0601481.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{i}=a(t_{i}) (astro-ph0601481.tei)	7	6	'{''force'': [''a''], ''mass'': [''i'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{i}=a(y_{i}) (astro-ph0601481.tei)	7	6	'{''force'': [''a''], ''mass'': [''i'', ''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	H=H_{*}(a_{*}/a_{e})^{2} (astro-ph0601617.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a_{*}=a_{0}(g_{0}/g_{*})^{1/2}(T_{0}/T_{*}) (astro-ph0601617.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	k/a\mathrel{\raise 1.29pt\hbox{$&lt;$\kern-8.5pt\lower 4.3pt\hbox{$\sim$}}}H" display="inline" xmlns:m="http://www.w3.org/1998/Math/MathML"><m:semantics><m:mrow id="S3.SS2.SSSx1.p1.m4.7" xref="S3.SS2.SSSx1.p1.m4.7.cmml"><m:mrow id="S3.SS2.SSSx1.p1.m4.4" xref="S3.SS2.SSSx1.p1.m4.4.cmml"><m:mi id="S3.SS2.SSSx1.p1.m4.1" xref="S3.SS2.SSSx1.p1.m4.1.cmml">k</m:mi><m:mo id="S3.SS2.SSSx1.p1.m4.2" xref="S3.SS2.SSSx1.p1.m4.2.cmml">/</m:mo><m:mi id="S3.SS2.SSSx1.p1.m4.3" xref="S3.SS2.SSSx1.p1.m4.3.cmml">a</m:mi></m:mrow><m:mpadded depth="-1.3pt" height="+1.3pt" id="S3.SS2.SSSx1.p1.m4.5" voffset="1.3pt" xref="S3.SS2.SSSx1.p1.m4.5.cmml"><m:mo id="S3.SS2.SSSx1.p1.m4.m1.1" xref="S3.SS2.SSSx1.p1.m4.m1.1.cmml">&lt;</m:mo><m:mpadded depth="+4.3pt" height="-4.3pt" id="S3.SS2.SSSx1.p1.m4.5a" voffset="-4.3pt" xref="S3.SS2.SSSx1.p1.m4.5.cmml"><m:mo id="S3.SS2.SSSx1.p1.m4.m2.1" xref="S3.SS2.SSSx1.p1.m4.m2.1.cmml">∼</m:mo></m:mpadded></m:mpadded><m:mi id="S3.SS2.SSSx1.p1.m4.6" xref="S3.SS2.SSSx1.p1.m4.6.cmml">H</m:mi></m:mrow><m:annotation-xml encoding="MathML-Content"><m:apply id="S3.SS2.SSSx1.p1.m4.7.cmml" xref="S3.SS2.SSSx1.p1.m4.7"><m:mtext id="S3.SS2.SSSx1.p1.m4.5.cmml" xref="S3.SS2.SSSx1.p1.m4.5"><math id="S3.SS2.SSSx1.p1.m4.5a.cmml" mode="inline" tex="&lt;" text="less" xmlns="http://dlmf.nist.gov/LaTeXML" xref="S3.SS2.SSSx1.p1.m4.5"> <m:math alttext="&lt;" display="inline"><m:lt id="S3.SS2.SSSx1.p1.m4.m1.1.cmml" xref="S3.SS2.SSSx1.p1.m4.m1.1"></m:lt></m:math> </math><text id="S3.SS2.SSSx1.p1.m4.5b.cmml" xmlns="http://dlmf.nist.gov/LaTeXML" xref="S3.SS2.SSSx1.p1.m4.5" yoffset="-4.3pt"><math id="S3.SS2.SSSx1.p1.m4.5c.cmml" mode="inline" tex="\sim" text="similar-to" xref="S3.SS2.SSSx1.p1.m4.5"> <m:math alttext="\sim" display="inline"><m:csymbol cd="latexml" id="S3.SS2.SSSx1.p1.m4.m2.1.cmml" xref="S3.SS2.SSSx1.p1.m4.m2.1">similar-to</m:csymbol></m:math> </math></text></m:mtext><m:apply id="S3.SS2.SSSx1.p1.m4.4.cmml" xref="S3.SS2.SSSx1.p1.m4.4"><m:divide id="S3.SS2.SSSx1.p1.m4.2.cmml" xref="S3.SS2.SSSx1.p1.m4.2"></m:divide><m:ci id="S3.SS2.SSSx1.p1.m4.1.cmml" xref="S3.SS2.SSSx1.p1.m4.1">𝑘</m:ci><m:ci id="S3.SS2.SSSx1.p1.m4.3.cmml" xref="S3.SS2.SSSx1.p1.m4.3">𝑎</m:ci></m:apply><m:ci id="S3.SS2.SSSx1.p1.m4.6.cmml" xref="S3.SS2.SSSx1.p1.m4.6">𝐻</m:ci></m:apply></m:annotation-xml></m:semantics></m:math>, <m:math alttext="&lt;" display="inline" xmlns:m="http://www.w3.org/1998/Math/MathML"><m:lt id="S3.SS2.SSSx1.p1.m4.m1.1.cmml" xref="S3.SS2.SSSx1.p1.m4.m1.1"></m:lt></m:math>, <m:math alttext="\sim (astro-ph0601646.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\ell(a)=L\,a (astro-ph0601646.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'', ''L'']}'
'newton''s second law of motion'	0	H_{0}=H_{\rm eq}(a_{\rm eq}/a_{0})^{2} (astro-ph0601646.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\displaystyle G(z)=G_{0}\;(1+a\;z^{2}) (astro-ph0602053.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	(1+z)=a_{0}/a(t) (astro-ph0602117.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	y=y_{0}=a_{\rm eq}^{-1} (astro-ph0602117.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\nu_{0}=\nu(a)/[a(1+\Phi)] (astro-ph0602117.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	H(t)=(\dot{a}/a) (astro-ph0602117.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	a(t)=a_{0}t^{p} (astro-ph0602117.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\omega_{k}^{2}=k^{2}/a^{2} (astro-ph0602117.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	T^{a}_{b}= (astro-ph0602117.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	g(a)=\Delta(a)/a (astro-ph0602415.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	H=H_{\rm kin}\frac{a_{\rm kin}^{6}}{a_{4.5}^{6}}\frac{a_{4.5}^{6}}{a^{6}}. (astro-ph0602579.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
'newton''s second law of motion'	0	\rho_{\phi}=\rho_{4.5}\frac{a_{4.5}^{6}}{a^{6}}. (astro-ph0602579.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''acceleration'': [''a'']}'
